ID,Economy,Indicator,Year,Type of Reform,Reform Description,
183,Uzbekistan,Pension,1997,positive,Uzbekistan no longer establishes a mandatory retirement age for women and men.,
183,Uzbekistan,Workplace,1997,positive,Uzbekistan prohibited gender discrimination in employment.,
183,Uzbekistan,Pension,2012,negative,Uzbekistan set unequal mandatory retirement ages for women and men.,
183,Uzbekistan,Pension,2020,positive,Uzbekistan equalized the mandatory retirement age (60 years) for women and men.,
183,Uzbekistan,Entrepreneurship,2021,positive,Uzbekistan made access to credit easier for women by prohibiting gender-based discrimination when providing financial services.,
184,Vanuatu,Marriage,1974,positive,Vanuatu allowed women to obtain a divorce in the same way as men. ,
184,Vanuatu,Entrepreneurship,1983,positive,Vanuatu's Penal Code made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
184,Vanuatu,Pension,1989,positive,Vanuatu introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
184,Vanuatu,Marriage,2010,positive,Vanuatu enacted legislation protecting women from domestic violence.,
185,"Venezuela, RB",Assets,1984,positive,Venezuela granted spouses equal administrative authority over assets during the marriage. It also granted spouses equal rights to immovable property.,
185,"Venezuela, RB",Marriage,1984,positive,República Bolivariana de Venezuela allowed women to obtain a divorce in the same way as men. ,
185,"Venezuela, RB",Mobility,1984,positive,"Venezuela, RB enacted a new Civil Code allowing a woman to choose where to live in the same way as a man.",
185,"Venezuela, RB",Parenthood,1992,positive,"Venezuela, RB prohibited the dismissal of pregnant workers.",
185,"Venezuela, RB",Workplace,1992,positive,"Venezuela, RB prohibited gender discrimination in employment.",
185,"Venezuela, RB",Parenthood,1999,positive,"Venezuela, RB increased the duration of paid maternity leave to at least 14 weeks.",
185,"Venezuela, RB",Pay,2007,positive,"Venezuela, RB eliminated the ban on women's employment in industrial undertakings at night.",
185,"Venezuela, RB",Marriage,2008,positive,República Bolivariana de Venezuela enacted legislation protecting women from domestic violence.,
185,"Venezuela, RB",Workplace,2008,positive,"Venezuela, RB enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.",
185,"Venezuela, RB",Parenthood,2009,positive,"Venezuela, RB introduced paid paternity leave.",
185,"Venezuela, RB",Marriage,2015,positive,Venezuela gave women the same rights to remarry as men.,
186,Vietnam,Workplace,1995,positive,Vietnam prohibited gender discrimination in employment.,
186,Vietnam,Parenthood,1996,positive,Vietnam prohibited the dismissal of pregnant workers. It increased the duration of paid maternity leave to at least 14 weeks. It also began administering maternity benefits through its social insurance system.,
186,Vietnam,Entrepreneurship,2008,positive,Vietnam's Gender Equality Law made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
186,Vietnam,Marriage,2009,positive,Vietnam enacted legislation protecting women from domestic violence.,
186,Vietnam,Pay,2014,positive,Vietnam mandated equal remuneration for work of equal value.,
186,Vietnam,Pension,2014,negative,Vietnam set unequal mandatory retirement ages for women and men.,
186,Vietnam,Workplace,2014,positive,Vietnam enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
186,Vietnam,Parenthood,2017,positive,Vietnam introduced paid paternity leave.,
186,Vietnam,Pay,2021,positive,Vietnam eliminated restrictions on women's employment in jobs deemed dangerous.,
186,Vietnam,Pay,2022,positive,Vietnam eliminated all restrictions on women's employment. Women can now work in industrial jobs in the same way as men.,
187,West Bank and Gaza,Workplace,2001,positive,West Bank and Gaza prohibited gender discrimination in employment.,
187,West Bank and Gaza,Parenthood,2017,positive,West Bank and Gaza began administering maternity benefits through its social security system.,
187,West Bank and Gaza,Pension,2017,positive,West Bank and Gaza introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It sets equal ages at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
187,West Bank and Gaza,Parenthood,2020,negative,West Bank and Gaza reversed a previous reform that introduced the 2016 Social Security Law. Now employers are solely liable for paying maternity benefits.,
187,West Bank and Gaza,Pension,2020,negative,West Bank and Gaza reversed a previous reform that introduced the 2016 Social Security Law. There is now no pension system for the private sector.,
188,"Yemen, Rep.",Pension,1996,negative,The Republic of Yemen set unequal mandatory retirement ages for women and men.,
188,"Yemen, Rep.",Workplace,1996,positive,The Republic of Yemen prohibited gender discrimination in employment.,
188,"Yemen, Rep.",Pension,2009,positive,The Republic of Yemen equalized the mandatory retirement ages for women and men.,
189,Zambia,Parenthood,1984,positive,Zambia prohibited the dismissal of pregnant workers.,
189,Zambia,Assets,1990,positive,Zambia equalized inheritance rights for both sons and daughters and male and female surviving spouses.,
189,Zambia,Pay,1992,positive,Zambia eliminated the ban on women's employment in mining and in industrial undertakings at night.,
189,Zambia,Workplace,1994,positive,Zambia prohibited gender discrimination in employment.,
189,Zambia,Marriage,2013,positive,Zambia enacted legislation protecting women from domestic violence.,
189,Zambia,Entrepreneurship,2017,positive,Zambia introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
189,Zambia,Mobility,2017,positive,Zambia introduced the Gender Equity and Equality Act allowing a woman to choose where to live in the same way as a man.,
189,Zambia,Pay,2017,positive,Zambia mandated equal remuneration for work of equal value.,
189,Zambia,Workplace,2017,positive,Zambia enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
189,Zambia,Parenthood,2020,positive,Zambia extended the duration of paid maternity leave from 84 to 98 days.,
190,Zimbabwe,Entrepreneurship,1984,positive,"Zimbabwe allowed women to sign a legally binding contract, register a business, and sign a contract in the same way as men.",
190,Zimbabwe,Mobility,1984,positive,Zimbabwe allowed women to choose where to live in the same way as men.,
190,Zimbabwe,Workplace,1984,positive,Zimbabwe allowed a woman to get a job without permission from her husband.,
190,Zimbabwe,Assets,1989,positive,Zimbabwe recognized the value of nonmonetary contributions.,
190,Zimbabwe,Assets,1993,positive,Zimbabwe granted spouses equal rights to immovable property.,
190,Zimbabwe,Pension,1995,positive,Zimbabwe introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
